ABV;IBU;Rating;BrandAwareness;Style_ale;Style_lager;Style_hybrid
4.8;;60.1;4385;0;1;0
8.0;;74.9;81;1;0;0
5.6;22,0;64.3;50280;1;0;0
10.4;;69.7;5483;1;0;0
8.4;;70.9;14043;1;0;0
5.2;;85.2;3752;1;0;0
3.5;;59.3;3088;1;0;0
5.1;21,0;64.1;4452;1;0;0
13.0;;82.7;7616;0;0;1
4.17;10,0;55.3;265795;0;1;0
4.6;;65.7;1920;0;1;0
15.5;;76.8;286;0;1;0
10.5;;81.5;24473;1;0;0
5.6;;51.6;4186;0;1;0
8.6;62,0;70.8;12883;1;0;0
7.4;12,0;76.8;7559;1;0;0
10.1;;85.5;4922;1;0;0
7.5;100,0;70.6;10046;1;0;0
6.2;68,0;67.4;40060;1;0;0
11.0;31,0;80.1;18170;1;0;0
5.0;;60.8;26333;0;1;0
;;;106;1;0;0
4.7;26,0;68.3;3994;1;0;0
6.0;60,0;83.9;281546;1;0;0
7.2;;80.3;8006;1;0;0
4.7;18,0;65.7;1167;1;0;0
9.5;100,0;87.4;46755;1;0;0
5.7;40,0;74.3;39166;1;0;0
5.3;;73.9;2976;1;0;0
4.4;;66.3;9883;1;0;0
5.4;;71.1;464;0;1;0
5.4;;72.2;24193;1;0;0
17.0;31,0;96.4;4167;1;0;0
10.8;;83.8;2266;1;0;0
6.8;;87.3;9663;1;0;0
19.2;;91.1;7799;1;0;0
;;40.6;398;0;1;0
6.5;60,0;80.7;40869;1;0;0
7.0;;65.9;1333;1;0;0
8.6;90,0;71.9;6572;1;0;0
4.5;;60.8;1581;1;0;0
4.78;12,0;62.2;1701;0;0;1
6.4;;74.6;1528;1;0;0
5.5;;67.5;3024;1;0;0
9.0;;72.4;2496;1;0;0
6.0;70,0;72.3;5313;1;0;0
7.0;25,0;66.3;5053;1;0;0
10.7;;62.9;269;0;1;0
4.1;;81.8;2068;1;0;0
6.5;;65.6;1100;1;0;0
5.2;60,0;69.0;20856;1;0;0
13.1;138,0;78.8;10345;1;0;0
5.5;;73.2;7532;1;0;0
7.0;35,0;67.2;8092;0;1;0
7.3;;73.7;14734;1;0;0
9.0;90,0;69.3;2616;1;0;0
7.5;35,0;72.3;2097;1;0;0
5.4;40,0;62.6;26277;1;0;0
4.6;;76.5;5949;1;0;0
7.3;76,0;71.8;3722;1;0;0
13.5;;88.0;811;1;0;0
4.8;;72.0;8491;1;0;0
6.3;;83.3;14249;1;0;0
7.0;70,0;75.3;12712;1;0;0
0.3;;58.0;3739;0;0;0
6.0;45,0;74.7;52244;1;0;0
4.0;;66.0;723;0;1;0
4.8;15,0;69.5;56814;1;0;0
9.0;44,0;83.4;967;1;0;0
6.5;81,0;67.3;8293;1;0;0
4.0;20,0;;2854;1;0;0
5.0;30,0;72.3;6451;1;0;0
9.4;;54.5;458;0;1;0
8.0;;81.6;23413;0;1;0
6.4;38,0;67.2;15840;1;0;0
8.5;;83.3;528;1;0;0
6.8;;81.7;79459;1;0;0
10.9;20,0;76.0;1917;1;0;0
6.4;46,0;74.8;12886;1;0;0
5.0;;50.0;171;0;1;0
3.5;;62.5;9995;1;0;0
10.0;;74.2;446;1;0;0
7.2;80,0;73.2;18121;1;0;0
6.2;46,0;74.4;397631;1;0;0
4.9;35,0;72.0;138063;1;0;0
5.4;25,0;71.6;2920;1;0;0
8.9;66,0;80.3;10154;1;0;0
6.7;;82.0;6696;1;0;0
4.8;45,0;64.9;6055;1;0;0
12.0;;68.7;470;1;0;0
6.6;;73.6;6359;1;0;0
6.0;;73.2;174;1;0;0
10.0;15,0;75.9;14639;1;0;0
3.8;;73.2;11929;1;0;0
5.5;50,0;88.6;7119;1;0;0
8.5;;70.8;2340;0;0;1
5.4;31,0;67.4;5047;1;0;0
11.0;60,0;80.1;16138;1;0;0
6.6;82,0;74.4;68558;1;0;0
5.25;10,0;64.6;4270;1;0;0
8.0;;69.4;3671;1;0;0
5.4;40,0;71.9;7187;1;0;0
6.2;68,0;76.0;13324;1;0;0
5.7;20,0;73.7;4311;1;0;0
6.8;30,0;80.0;28470;1;0;0
4.0;;;1;0;1;0
10.0;45,0;76.5;4701;1;0;0
10.0;80,0;73.9;6122;1;0;0
5.0;31,0;68.4;9407;1;0;0
6.0;25,0;74.4;3863;0;1;0
15.0;;100.5;2695;1;0;0
;;1625.0;43;1;0;0
4.5;10,0;65.9;29166;1;0;0
7.5;;86.9;5403;1;0;0
10.5;;77.7;79;1;0;0
11.0;;90.0;1464;1;0;0
5.0;;71.9;1718;1;0;0
13.1;;79.6;5366;1;0;0
12.0;;82.2;1589;1;0;0
5.5;25,0;69.8;7800;0;1;0
6.8;;80.8;2062;1;0;0
6.5;;66.3;2751;0;1;0
3.9;15,0;70.7;7045;1;0;0
6.6;;77.7;4785;1;0;0
5.0;;48.2;32;0;1;0
4.1;;52.0;11570;0;1;0
13.0;;82.4;8866;1;0;0
7.2;;79.2;2201;1;0;0
5.6;35,0;67.8;41542;1;0;0
7.8;55,0;69.0;3355;1;0;0
9.5;;82.3;2597;1;0;0
8.0;;74.1;4087;1;0;0
4.6;;70.9;70;1;0;0
7.2;65,0;72.1;28979;1;0;0
8.0;50,0;82.8;12152;1;0;0
9.2;100,0;72.4;6982;1;0;0
6.6;;90.7;5564;1;0;0
3.4;25,0;74.3;1168;1;0;0
10.5;100,0;85.4;8081;1;0;0
6.2;60,0;69.8;53535;1;0;0
6.7;63,0;70.2;6295;1;0;0
5.5;;65.1;9508;0;1;0
6.0;;72.4;2310;1;0;0
5.1;22,0;68.8;2380;0;1;0
5.0;15,0;72.8;5396;0;1;0
10.5;;81.3;792;1;0;0
8.5;115,0;81.8;4522;1;0;0
6.0;;75.0;4471;1;0;0
4.1;;67.8;5576;1;0;0
6.2;;81.1;1941;0;0;1
13.0;100,0;64.8;7815;1;0;0
4.5;21,0;80.3;21645;1;0;0
7.0;65,0;81.8;12391;1;0;0
8.2;;77.8;7645;1;0;0
7.0;70,0;81.2;7088;1;0;0
4.33;;58.0;6522;0;1;0
10.0;;82.9;639;1;0;0
10.0;90,0;74.1;82909;1;0;0
6.1;;73.1;5389;1;0;0
5.0;;69.5;72;1;0;0
9.2;31,0;75.5;16739;1;0;0
8.8;83,0;67.2;14751;1;0;0
5.0;;69.3;331;1;0;0
9.0;;59.5;986;1;0;0
;70,0;;138583;1;0;0
7.0;62,0;81.0;3102;1;0;0
9.5;85,0;76.5;3055;1;0;0
9.5;75,0;75.3;56339;1;0;0
8.5;;86.6;890;1;0;0
5.6;26,0;66.1;11120;1;0;0
6.0;30,0;79.7;9669;0;1;0
5.6;35,0;67.8;4248;1;0;0
7.7;60,0;79.5;65220;1;0;0
7.5;65,0;74.0;12652;0;1;0
4.8;;72.7;4935;1;0;0
4.8;;64.9;849;1;0;0
5.4;25,0;67.2;10298;1;0;0
9.1;56,0;80.9;6818;1;0;0
8.0;;69.0;8556;1;0;0
4.4;35,0;75.1;6508;1;0;0
4.8;35,0;72.5;16308;1;0;0
8.5;;76.8;1046;1;0;0
6.3;33,0;78.9;11630;1;0;0
10.5;72,0;77.4;5867;1;0;0
5.7;18,0;78.4;13327;1;0;0
4.2;30,0;80.3;5123;1;0;0
7.0;;81.3;1415;1;0;0
10.5;;78.7;25780;1;0;0
10.5;100,0;89.3;17177;1;0;0
8.0;;78.0;885;1;0;0
5.7;;73.2;2095;1;0;0
5.2;;71.3;50420;1;0;0
7.0;65,0;73.9;11494;1;0;0
7.0;40,0;75.4;518;1;0;0
7.0;;75.3;3350;1;0;0
5.3;;70.6;13052;1;0;0
7.0;18,0;74.6;903;1;0;0
7.5;35,0;74.0;43201;1;0;0
6.0;;72.6;33347;1;0;0
5.6;52,0;62.6;3164;1;0;0
5.5;;85.9;1641;1;0;0
4.5;;59.3;20123;1;0;0
8.3;;77.8;13028;1;0;0
6.2;65,0;74.5;6671;1;0;0
5.3;;74.9;12068;1;0;0
10.5;30,0;88.0;4534;1;0;0
4.0;5,0;79.6;3733;1;0;0
7.1;25,0;74.7;5350;1;0;0
5.0;;90.4;4507;1;0;0
4.7;;71.6;451;0;1;0
6.9;;71.9;5418;1;0;0
9.0;32,0;75.8;2241;0;1;0
5.8;20,0;78.7;5075;1;0;0
5.0;25,0;75.5;1107;1;0;0
4.6;40,0;75.0;23608;1;0;0
10.5;35,0;77.3;967;1;0;0
6.0;22,0;67.4;8048;0;1;0
7.5;;73.0;9667;1;0;0
6.3;40,0;81.1;4555;1;0;0
5.2;15,0;68.6;62808;1;0;0
5.75;35,0;74.7;1480;1;0;0
4.9;30,0;54.4;3634;0;1;0
5.5;64,0;64.7;2027;1;0;0
11.5;70,0;86.5;4040;1;0;0
5.0;15,0;72.1;11726;1;0;0
7.0;23,0;66.2;10357;0;1;0
5.5;19,0;72.0;2255;1;0;0
11.0;55,0;70.5;6877;1;0;0
8.6;25,0;68.7;23979;1;0;0
7.0;65,0;70.2;7681;1;0;0
9.5;60,0;74.3;7383;1;0;0
12.0;70,0;92.3;30002;1;0;0
5.5;;49.3;65;0;1;0
7.5;;62.0;131;1;0;0
11.0;72,0;93.0;3953;1;0;0
8.0;;81.3;242;1;0;0
9.5;100,0;80.7;3502;1;0;0
4.7;;72.1;5767;1;0;0
6.0;68,0;68.8;4937;1;0;0
9.0;85,0;70.8;14311;1;0;0
6.7;74,0;75.0;21372;1;0;0
4.8;21,0;75.8;36891;1;0;0
7.5;75,0;79.8;9334;1;0;0
5.2;20,0;67.8;11145;0;0;0
5.0;25,0;64.1;12567;1;0;0
6.7;;78.9;41352;1;0;0
7.5;52,0;75.9;1759;1;0;0
5.0;;68.7;10193;1;0;0
4.2;;64.6;4063;1;0;0
8.0;;69.6;787;1;0;0
5.3;40,0;65.3;8265;1;0;0
6.2;;69.4;28266;0;1;0
7.0;;74.7;119;1;0;0
4.5;;72.6;1412;0;1;0
4.9;;69.8;585;0;1;0
8.5;50,0;76.9;25406;1;0;0
4.2;5,0;71.0;6801;1;0;0
6.3;15,0;80.0;1658;1;0;0
7.2;80,0;80.6;45352;1;0;0
5.7;45,0;72.3;9221;1;0;0
5.1;48,0;62.3;4627;1;0;0
8.1;80,0;75.1;9447;1;0;0
5.0;18,0;75.9;6782;1;0;0
9.2;100,0;83.9;5703;1;0;0
7.0;70,0;72.9;20888;1;0;0
14.0;22,0;88.5;17451;1;0;0
4.8;17,0;77.3;13563;1;0;0
6.5;30,0;70.6;17480;1;0;0
4.6;22,0;57.4;7305;0;1;0
9.0;;69.4;11317;1;0;0
5.0;;73.2;11215;0;1;0
;;76.5;9201;1;0;0
7.5;28,0;69.7;12228;1;0;0
9.5;45,0;69.1;16028;1;0;0
5.5;36,0;72.3;22595;1;0;0
5.0;25,0;67.5;6470;1;0;0
8.5;;73.1;1055;0;0;1
11.5;60,0;82.7;12383;1;0;0
5.0;;70.8;12234;1;0;0
6.2;55,0;70.5;15880;1;0;0
5.5;37,0;69.4;45061;1;0;0
6.5;;77.7;1540;1;0;0
9.5;;81.1;5270;1;0;0
4.5;8,0;68.8;82823;0;0;1
5.0;21,0;70.3;16239;0;1;0
6.0;;72.1;13869;0;1;0
6.2;50,0;70.2;3630;1;0;0
11.0;;87.8;6466;1;0;0
6.2;;67.7;29145;1;0;0
4.6;15,0;63.1;1268;0;1;0
5.0;;81.8;10084;1;0;0
5.0;18,0;74.1;3155;1;0;0
6.0;;79.1;1692;1;0;0
8.0;35,0;68.3;9032;1;0;0
9.7;27,0;83.3;4451;1;0;0
8.0;70,0;73.9;43099;1;0;0
12.0;70,0;93.7;20260;1;0;0
5.0;19,0;64.3;59574;1;0;0
11.25;131,0;78.6;51719;1;0;0
10.5;15,0;70.8;24532;1;0;0
6.5;55,0;70.4;8775;1;0;0
9.0;95,0;78.1;35088;1;0;0
10.0;;82.7;63;1;0;0
10.0;51,0;77.7;93148;1;0;0
4.7;22,0;69.9;52090;1;0;0
5.5;19,0;73.5;5038;0;0;0
11.62;21,0;78.2;2981;1;0;0
9.5;81,0;80.8;7424;1;0;0
5.2;;73.6;12090;1;0;0
5.5;28,0;62.9;58206;1;0;0
6.0;;68.2;1001;0;0;1
7.7;;82.8;9220;0;0;1
10.5;;72.8;467;1;0;0
8.0;;73.0;1641;1;0;0
7.2;60,0;62.9;4234;1;0;0
5.3;;54.5;3614;1;0;0
6.5;58,0;75.6;22102;1;0;0
4.5;10,0;69.0;2081;1;0;0
6.0;;81.3;3281;1;0;0
4.8;25,0;69.7;11816;1;0;0
7.0;;67.0;16901;1;0;0
5.3;;78.3;6771;1;0;0
7.5;;67.7;967;1;0;0
8.4;;85.3;455;1;0;0
5.2;38,0;69.1;94986;0;1;0
7.0;;88.9;11901;1;0;0
5.5;30,0;70.1;24013;1;0;0
4.6;25,0;69.2;9744;0;1;0
5.0;38,0;67.1;6265;0;1;0
5.2;;;1424;1;0;0
9.0;20,0;79.1;28594;1;0;0
7.0;;91.4;6714;1;0;0
6.5;;74.4;13166;1;0;0
9.2;;86.9;8884;1;0;0
9.0;46,0;75.7;7951;1;0;0
5.3;43,0;70.7;5329;1;0;0
10.0;90,0;80.3;33106;1;0;0
4.9;20,0;73.4;4129;1;0;0
5.0;25,0;71.9;10815;1;0;0
9.2;;89.1;5286;1;0;0
6.0;;77.7;609;1;0;0
11.0;31,0;84.8;9799;1;0;0
8.0;;81.5;254;1;0;0
9.8;100,0;86.2;2657;1;0;0
8.1;50,0;83.0;71571;1;0;0
7.5;;62.4;914;1;0;0
8.9;;77.0;21406;1;0;0
4.0;34,0;64.0;93942;1;0;0
5.8;;71.1;1930;1;0;0
5.2;20,0;70.8;20820;0;1;0
5.5;40,0;75.9;40087;1;0;0
5.1;22,0;77.1;3703;0;1;0
3.5;;66.9;2007;1;0;0
10.0;30,0;77.8;8209;1;0;0
7.0;19,0;68.2;35154;1;0;0
6.0;69,0;72.3;14066;1;0;0
4.8;15,0;69.3;81492;1;0;0
5.3;34,0;70.0;22127;0;0;1
11.0;;83.1;3151;1;0;0
10.0;70,0;83.1;4546;1;0;0
6.8;;71.6;9861;1;0;0
;;62.8;138;1;0;0
11.0;10,0;67.8;6014;0;1;0
8.6;27,0;68.1;12843;1;0;0
5.0;;54.5;9304;0;1;0
16.0;100,0;87.2;8804;1;0;0
5.5;;78.6;32622;1;0;0
7.0;;56.5;2131;0;1;0
5.1;13,0;72.8;58317;1;0;0
5.57;;77.5;4841;1;0;0
5.0;;67.3;1684;1;0;0
6.4;;92.7;8799;1;0;0
3.8;;64.5;2519;1;0;0
6.8;100,0;70.5;12588;1;0;0
10.6;50,0;81.7;1633;1;0;0
5.1;38,0;74.6;506;0;1;0
12.0;70,0;83.0;92686;0;0;0
4.3;;54.2;26535;0;1;0
7.6;80,0;82.3;5089;1;0;0
7.0;50,0;74.5;78181;1;0;0
11.0;;75.7;499;0;1;0
5.5;;72.9;6280;1;0;0
5.3;35,0;65.4;21011;1;0;0
7.4;30,0;84.3;14050;0;0;1
4.6;15,0;66.4;23462;1;0;0
7.2;34,0;70.5;99942;1;0;0
4.3;;60.5;4181;0;0;1
10.5;23,0;76.9;53120;1;0;0
6.5;;73.5;14896;1;0;0
7.0;;71.1;6869;1;0;0
4.8;21,0;57.4;1557;1;0;0
4.2;27,0;47.7;299779;0;0;1
7.3;70,0;82.1;43671;1;0;0
5.8;26,0;58.0;30944;1;0;0
11.5;;84.8;1507;1;0;0
5.5;30,0;89.3;10344;1;0;0
7.0;;74.8;9829;1;0;0
5.3;28,0;70.6;6790;1;0;0
7.0;;76.7;5234;1;0;0
4.2;4,0;74.8;2149;1;0;0
6.5;36,0;74.7;7343;1;0;0
11.5;22,0;76.7;1217;1;0;0
6.7;70,0;75.7;8304;1;0;0
8.5;;70.9;89;1;0;0
10.0;;78.4;21149;1;0;0
8.0;110,0;77.2;5685;1;0;0
10.0;;78.5;8952;1;0;0
10.2;90,0;79.9;4618;1;0;0
4.5;;61.9;10416;0;1;0
4.4;;76.0;1771;1;0;0
4.5;18,0;74.4;7286;0;1;0
0.5;14,0;56.8;4029;0;1;0
6.8;25,0;79.8;581;1;0;0
6.0;18,0;68.2;1388;1;0;0
8.2;20,0;73.8;3363;1;0;0
6.7;22,0;67.3;66258;1;0;0
5.0;;80.0;67605;1;0;0
13.0;;81.1;33124;1;0;0
5.4;31,0;77.7;11789;1;0;0
5.2;;66.2;19084;1;0;0
9.0;;75.9;3112;1;0;0
5.5;;67.5;10639;0;0;1
5.0;22,0;76.0;6394;1;0;0
5.5;35,0;-45.0;53555;1;0;0
6.0;35,0;71.1;51022;0;1;0
6.0;35,0;79.3;96686;1;0;0
6.1;45,0;68.5;8306;1;0;0
4.6;;75.4;1358;0;1;0
4.9;;49.8;2487;0;1;0
5.95;;71.2;585;0;1;0
7.5;;72.8;7723;1;0;0
6.2;8,0;82.2;3806;1;0;0
3.8;;64.7;9319;0;1;0
4.7;15,0;64.5;7036;0;1;0
5.7;20,0;66.3;5177;0;1;0
4.8;;66.3;170;0;1;0
8.0;;74.3;19772;1;0;0
4.5;17,0;68.7;11286;0;1;0
7.1;65,0;77.1;98260;1;0;0
5.4;;72.0;3668;0;1;0
5.5;;51.7;32126;0;1;0
7.0;;85.0;4650;1;0;0
6.5;60,0;75.2;32246;1;0;0
6.5;;65.0;7245;1;0;0
7.5;;81.1;23597;1;0;0
6.2;88,0;75.2;6637;1;0;0
7.4;32,0;74.8;5894;1;0;0
5.5;;59.5;6521;1;0;0
5.5;11,0;78.1;67648;1;0;0
3.2;;51.0;95;0;1;0
4.5;;68.3;33707;1;0;0
5.0;5,0;71.8;109;1;0;0
8.0;100,0;81.2;20067;0;1;0
6.5;;79.0;3992;1;0;0
8.5;;83.7;12254;1;0;0
5.8;57,0;70.7;2674;1;0;0
8.4;23,0;82.5;2619;1;0;0
12.5;;75.8;5478;1;0;0
8.5;;77.5;25026;1;0;0
4.7;20,0;72.6;15773;1;0;0
4.5;35,0;70.0;14581;0;1;0
4.8;30,0;69.8;4591;1;0;0
7.3;60,0;70.4;17523;1;0;0
5.5;;67.9;385;1;0;0
;;71.8;5474;1;0;0
6.5;38,0;80.9;31246;0;0;0
6.2;65,0;66.6;16183;1;0;0
5.0;25,0;61.3;16784;1;0;0
6.4;70,0;72.6;6986;1;0;0
8.5;;74.7;3126;1;0;0
12.4;124,0;75.5;2147;1;0;0
5.3;;64.5;29709;1;0;0
4.9;35,0;61.0;15436;0;1;0
8.0;65,0;72.2;10074;1;0;0
5.0;43,0;68.4;37294;0;1;0
5.0;20,0;70.1;3531;1;0;0
5.4;;69.6;5058;1;0;0
5.5;55,0;70.5;2485;0;1;0
8.5;16,0;72.4;15094;1;0;0
5.2;;64.1;4985;0;1;0
5.0;;84.5;6418;1;0;0
11.9;30,0;79.3;11283;1;0;0
9.0;;67.9;14299;1;0;0
5.2;28,0;72.5;12387;0;1;0
5.8;27,0;75.3;15676;0;1;0
4.5;;57.6;14740;0;1;0
12.5;;81.1;1937;0;1;0
5.2;;75.4;63758;1;0;0
7.0;8,0;82.5;26282;1;0;0
8.0;;81.2;6081;1;0;0
5.5;;69.8;7937;1;0;0
9.1;;81.8;358;1;0;0
11.0;80,0;;12851;1;0;0
11.0;;89.2;3009;1;0;0
4.5;;80.7;4062;1;0;0
8.0;;81.5;4597;1;0;0
12.0;;71.9;12872;1;0;0
6.3;35,0;77.9;17853;1;0;0
9.6;45,0;69.1;3753;1;0;0
14.3;85,0;90.6;658;1;0;0
5.0;35,0;66.0;36750;1;0;0
6.5;30,0;73.6;4072;1;0;0
7.0;80,0;82.9;6126;1;0;0
9.0;;82.4;2308;1;0;0
4.7;;77.6;1350;1;0;0
5.3;35,0;63.0;5106;1;0;0
5.0;15,0;69.1;14925;0;0;1
9.0;;76.6;3725;1;0;0
8.0;;82.6;4727;1;0;0
11.5;;77.8;188;1;0;0
7.0;;71.7;4583;1;0;0
7.4;86,0;76.4;34354;1;0;0
5.0;15,0;74.7;11425;1;0;0
8.5;;92.4;7999;1;0;0
8.0;;71.0;1215;1;0;0
7.5;;74.2;2264;1;0;0
6.3;;73.2;2459;1;0;0
5.0;;75.2;3225;1;0;0
5.5;;68.6;431;1;0;0
6.0;;71.5;4897;1;0;0
10.0;108,0;74.1;28666;1;0;0
7.0;;78.2;2644;1;0;0
5.0;5,0;72.1;4404;1;0;0
11.3;60,0;79.1;510;1;0;0
;25,0;74.0;14083;1;0;0
4.5;;78.3;10432;1;0;0
9.0;34,0;65.8;2826;1;0;0
6.2;70,0;;25596;1;0;0
4.5;;78.5;776;1;0;0
5.3;;63.9;300;1;0;0
9.1;;78.9;5104;1;0;0
8.0;;63.6;12911;0;0;1
5.4;;68.8;1710;1;0;0
7.5;;84.1;44990;1;0;0
7.7;18,0;73.1;4488;1;0;0
4.6;;64.8;18664;1;0;0
6.2;70,0;65.8;13397;1;0;0
4.4;7,0;78.6;78275;1;0;0
11.0;;72.3;29835;1;0;0
7.8;;76.4;3819;1;0;0
5.6;;81.6;15625;0;1;0
7.2;21,0;76.6;2670;1;0;0
7.8;48,0;82.3;10112;1;0;0
8.0;28,0;76.3;841;1;0;0
5.0;;75.3;248;0;1;0
6.4;;65.6;5384;1;0;0
;;;886;1;0;0
6.3;45,0;73.3;2033;1;0;0
5.5;32,0;68.7;3154;1;0;0
7.5;;68.3;23745;1;0;0
4.7;;64.6;3457;0;1;0
7.8;38,0;62.3;2055;1;0;0
7.2;;74.8;10456;1;0;0
10.0;30,0;79.2;6850;1;0;0
8.0;26,0;78.6;17372;1;0;0
3.8;25,0;72.7;86143;1;0;0
6.0;5,0;62.2;10631;1;0;0
7.0;;64.7;2052;1;0;0
12.2;39,0;88.3;42932;1;0;0
6.7;;77.9;4868;1;0;0
4.5;;60.7;3245;1;0;0
5.7;41,0;80.4;183340;1;0;0
9.0;;74.8;44195;1;0;0
8.6;;93.4;1269;1;0;0
10.0;85,0;76.5;17980;1;0;0
4.8;;63.7;2180;1;0;0
5.2;;63.3;36647;1;0;0
11.0;;81.7;1836;1;0;0
9.5;76,0;81.1;4306;1;0;0
6.0;;75.2;2920;1;0;0
5.7;;58.8;102;1;0;0
6.5;30,0;68.3;95978;1;0;0
9.0;32,0;79.5;36083;1;0;0
4.0;38,0;66.6;1842;1;0;0
7.0;62,0;72.3;10335;1;0;0
5.7;14,0;71.2;19092;1;0;0
6.5;;85.4;14236;1;0;0
8.5;30,0;70.1;5153;1;0;0
5.8;14,0;67.6;36428;0;1;0
8.2;;72.0;5862;1;0;0
7.0;50,0;78.5;25523;1;0;0
6.0;62,0;80.2;15535;1;0;0
7.4;;87.5;7939;1;0;0
11.5;65,0;89.4;2524;1;0;0
4.1;;74.3;2584;1;0;0
8.5;;75.5;375;1;0;0
;65,0;76.1;17788;1;0;0
;60,0;73.6;4040;1;0;0
7.5;20,0;76.8;523;1;0;0
3.5;;61.7;23;1;0;0
4.6;;80.4;2350;1;0;0
8.5;;85.0;6354;1;0;0
0.5;;40.7;175;0;1;0
6.3;51,0;71.4;24465;1;0;0
5.2;40,0;73.9;18194;1;0;0
8.9;95,0;86.7;8794;1;0;0
8.0;9,0;74.1;1077;0;1;0
5.0;10,0;68.0;5302;1;0;0
;26,0;;8;1;0;0
10.6;95,0;77.8;7638;1;0;0
5.2;20,0;75.4;18731;1;0;0
6.0;32,0;63.9;6621;1;0;0
5.9;;38.9;1692;0;1;0
10.0;;82.0;2384;1;0;0
5.0;14,0;72.5;9125;1;0;0
6.5;2,0;82.8;551;1;0;0
5.5;;75.3;6827;0;1;0
5.0;42,0;67.8;6058;1;0;0
4.0;;61.2;3385;1;0;0
9.0;16,0;77.6;50950;1;0;0
5.2;30,0;68.9;9808;1;0;0
6.0;;78.0;1940;1;0;0
5.0;32,0;69.7;11852;1;0;0
5.8;;69.7;13320;1;0;0
14.3;;88.5;3784;1;0;0
8.0;;83.6;29262;1;0;0
5.3;;75.2;2960;1;0;0
9.0;20,0;79.8;7385;1;0;0
4.0;;49.4;527;0;1;0
8.2;88,0;77.5;1279;1;0;0
4.19;;50.7;2315;0;1;0
7.7;;77.0;4265;1;0;0
5.0;;76.0;18993;1;0;0
5.1;12,0;61.3;50937;0;1;0
4.5;47,0;73.8;95447;1;0;0
5.4;;74.2;168;1;0;0
6.0;24,0;72.7;16994;0;1;0
3.3;;65.1;2147;1;0;0
7.0;70,0;78.0;13864;1;0;0
5.6;30,0;68.7;2297;0;1;0
4.8;;79.4;366;1;0;0
5.2;40,0;76.4;6025;0;1;0
6.2;65,0;80.2;6850;1;0;0
5.2;;70.6;2368;1;0;0
9.5;;67.0;366;0;1;0
5.6;21,0;70.3;941;0;1;0
4.0;50,0;72.9;4157;1;0;0
6.0;;69.1;17718;1;0;0
12.0;65,0;74.1;10593;1;0;0
11.0;55,0;89.2;29148;1;0;0
9.5;;62.3;8042;0;0;1
5.3;33,0;69.0;10009;0;1;0
7.0;55,0;80.5;13855;1;0;0
5.4;24,0;76.7;7078;0;1;0
5.0;;59.5;16291;0;0;1
9.8;75,0;76.1;5623;1;0;0
10.0;95,0;65.1;4992;1;0;0
5.2;;60.0;16398;0;1;0
6.2;60,0;69.4;90709;1;0;0
12.0;90,0;72.5;2717;1;0;0
4.2;;36.7;42711;0;1;0
5.0;22,0;66.6;5772;0;1;0
6.5;50,0;76.1;33546;1;0;0
12.0;;86.5;3387;1;0;0
7.1;55,0;64.8;2899;1;0;0
6.7;40,0;73.4;15120;1;0;0
3.5;45,0;68.9;5724;1;0;0
4.9;;62.6;20122;0;1;0
7.2;65,0;84.1;4035;1;0;0
5.0;;82.6;22853;1;0;0
6.5;;78.0;3241;1;0;0
5.5;;71.4;568;1;0;0
5.1;32,0;81.3;14004;0;1;0
10.2;102,0;81.1;86007;1;0;0
5.5;55,0;78.5;10043;1;0;0
8.0;;73.6;5690;1;0;0
5.0;;67.6;15274;0;1;0
5.5;12,0;67.9;14429;1;0;0
7.0;;71.1;18710;1;0;0
7.92;;72.1;1773;1;0;0
4.9;;64.0;29700;0;1;0
4.8;32,0;70.9;2486;1;0;0
4.5;14,0;68.6;11100;1;0;0
7.0;;81.6;13788;1;0;0
7.3;;73.3;3855;0;1;0
4.2;40,0;69.5;1055;1;0;0
8.1;;77.4;5729;0;1;0
7.0;60,0;71.5;5916;1;0;0
7.2;40,0;79.8;1697;1;0;0
5.5;;73.6;4632;0;1;0
6.5;14,0;70.7;3749;0;1;0
5.8;;74.8;5289;1;0;0
9.0;15,0;71.4;2419;1;0;0
5.0;;77.4;2244;0;1;0
12.3;65,0;88.4;9740;1;0;0
6.0;27,0;73.7;7060;1;0;0
6.0;;76.2;6675;1;0;0
6.4;;70.9;7819;1;0;0
5.2;42,0;64.6;14714;1;0;0
5.8;60,0;69.6;19340;1;0;0
5.0;;75.7;3618;1;0;0
12.0;;67.9;817;1;0;0
9.0;90,0;76.5;1983;1;0;0
6.5;50,0;81.2;4225;1;0;0
5.4;;68.7;3251;0;1;0
5.0;;75.1;11759;1;0;0
8.6;;79.2;7539;0;1;0
7.0;;73.6;11396;1;0;0
5.0;;78.0;2770;1;0;0
9.5;90,0;70.3;2837;1;0;0
8.5;80,0;79.1;10877;1;0;0
9.2;30,0;71.5;6755;1;0;0
7.0;;78.3;4454;1;0;0
8.0;;76.5;1003;0;1;0
8.0;;71.1;1857;1;0;0
5.25;50,0;79.2;5883;1;0;0
8.0;50,0;71.9;2440;1;0;0
8.7;70,0;74.1;16427;1;0;0
7.6;80,0;76.8;75203;1;0;0
5.7;41,0;66.1;9953;1;0;0
10.0;;77.2;4513;1;0;0
5.9;45,0;74.7;9467;1;0;0
5.2;18,0;67.8;81678;1;0;0
5.0;37,0;69.0;3632;0;1;0
8.5;75,0;80.5;7099;1;0;0
6.5;50,0;73.1;1988;1;0;0
5.1;18,0;64.9;38412;0;1;0
