ABV;IBU;Rating;BrandAwareness;Style_ale;Style_lager;Style_hybrid
10.5;;90.8;2612;1;0;0
5.2;45,0;66.2;5411;1;0;0
8.7;;84.2;3684;1;0;0
5.6;42,0;72.4;8171;1;0;0
9.0;90,0;78.6;4839;1;0;0
8.7;;79.3;26290;1;0;0
12.5;;86.1;1937;0;1;0
8.0;24,0;68.7;40438;1;0;0
2.7;;81.4;592;1;0;0
5.5;;71.5;1963;1;0;0
8.9;;79.2;6618;1;0;0
5.9;24,0;71.2;12463;1;0;0
6.5;25,0;68.5;29450;0;1;0
6.6;40,0;69.4;2564;1;0;0
4.6;7,0;72.8;52523;0;0;1
8.1;60,0;80.3;19583;1;0;0
8.9;99,0;77.9;2911;1;0;0
7.5;77,0;80.9;7577;1;0;0
10.5;;82.1;2820;1;0;0
5.0;15,0;65.5;10061;1;0;0
5.6;;69.0;3777;0;1;0
4.5;;75.7;6510;1;0;0
6.7;65,0;74.1;66296;1;0;0
6.8;85,0;76.9;40429;1;0;0
5.0;;51.6;1173;0;1;0
8.4;22,0;75.5;5578;1;0;0
5.5;;81.9;12177;1;0;0
5.7;53,0;73.2;4169;1;0;0
8.3;;78.6;7933;1;0;0
12.5;52,0;86.2;18395;1;0;0
4.2;;31.6;11557;0;1;0
6.2;45,0;72.9;15062;1;0;0
5.0;27,0;67.2;4422;0;1;0
4.1;;74.5;2158;1;0;0
6.5;21,0;74.4;76001;1;0;0
6.3;28,0;71.5;5418;1;0;0
9.0;;94.7;4551;1;0;0
9.0;18,0;74.3;3411;1;0;0
4.9;14,0;64.0;9842;0;1;0
5.1;21,0;65.2;1618;0;0;0
15.0;;57.2;4484;0;1;0
6.3;12,0;69.9;2084;1;0;0
11.32;;82.3;6940;1;0;0
0.5;;38.8;3019;0;1;0
5.6;;71.6;2067;0;1;0
5.1;;66.4;6211;0;1;0
5.2;65,0;79.7;33253;1;0;0
5.5;;68.5;3691;1;0;0
6.9;9,0;48.7;35192;0;1;0
6.6;45,0;73.3;2564;1;0;0
10.0;100,0;77.7;11071;1;0;0
7.0;32,0;80.8;9128;1;0;0
4.5;8,0;71.6;36428;1;0;0
5.1;;67.0;1662;0;1;0
6.2;27,0;69.7;73809;0;1;0
7.5;;74.3;138;1;0;0
7.4;;84.1;7939;1;0;0
9.0;;61.7;3737;1;0;0
5.79;55,0;68.2;5178;1;0;0
6.4;32,0;71.1;7940;1;0;0
6.6;56,0;75.2;8777;1;0;0
9.0;70,0;73.1;19286;1;0;0
5.0;;63.6;5053;1;0;0
6.2;;64.3;6240;0;1;0
10.0;;54.1;5017;0;1;0
8.1;;73.5;26024;1;0;0
5.2;;64.1;8374;0;1;0
4.0;;70.0;2364;1;0;0
;;68.5;178;1;0;0
6.1;70,0;87.5;74296;1;0;0
6.0;;72.6;1507;1;0;0
7.5;90,0;73.8;1069;1;0;0
6.0;;73.2;16093;1;0;0
6.0;33,0;71.9;28219;1;0;0
12.5;;77.8;2225;1;0;0
4.5;;83.1;6093;1;0;0
6.0;49,0;66.3;7829;1;0;0
7.0;70,0;70.6;114775;1;0;0
6.0;;83.4;533;1;0;0
;65,0;85.4;104301;1;0;0
11.2;82,0;69.5;2871;1;0;0
5.4;;63.4;17586;1;0;0
6.6;;81.3;3422;1;0;0
10.7;;81.3;2310;1;0;0
5.3;28,0;82.1;27862;0;1;0
6.6;101,0;79.6;19131;1;0;0
5.0;;65.7;5312;0;1;0
10.0;;61.6;290;1;0;0
3.5;;53.6;1220;1;0;0
7.4;;74.7;3717;1;0;0
4.8;;67.6;3160;1;0;0
5.4;15,0;68.0;1319;1;0;0
7.0;;68.8;1581;1;0;0
6.5;;81.8;11706;1;0;0
5.5;;75.6;1369;1;0;0
6.5;;68.5;171;1;0;0
8.8;50,0;81.9;11870;1;0;0
8.2;100,0;83.0;14443;1;0;0
6.0;;;14;0;1;0
6.7;24,0;74.1;3794;0;1;0
4.0;20,0;67.7;4890;0;1;0
5.5;;68.4;8803;0;1;0
6.1;55,0;69.5;7958;1;0;0
11.0;30,0;79.5;14610;1;0;0
4.8;15,0;69.9;15249;0;0;1
5.6;18,0;74.6;5868;0;1;0
6.66;24,0;77.9;15737;1;0;0
10.9;;78.9;36041;1;0;0
12.0;;72.0;3369;1;0;0
4.9;;;3101;1;0;0
11.1;90,0;85.4;6263;1;0;0
5.8;30,0;77.7;14718;0;1;0
5.0;;70.2;5648;1;0;0
7.5;60,0;69.5;6007;1;0;0
13.0;65,0;90.4;24011;1;0;0
5.5;34,0;65.9;9112;1;0;0
5.1;27,0;71.1;13399;0;1;0
8.0;;75.6;6045;1;0;0
8.2;70,0;87.7;19846;1;0;0
9.0;90,0;80.3;15926;1;0;0
8.0;80,0;83.5;45235;1;0;0
9.0;;76.2;3725;1;0;0
7.0;72,0;74.9;15947;1;0;0
6.6;50,0;78.8;9674;1;0;0
6.5;;71.5;5631;1;0;0
8.0;;68.4;7802;1;0;0
;14,0;72.9;29812;1;0;0
8.2;;78.3;3916;0;1;0
5.5;;62.3;1546;1;0;0
5.0;24,0;63.0;4196;1;0;0
;;27.3;327;0;1;0
7.2;11,0;82.5;27732;1;0;0
10.0;24,0;80.6;36908;1;0;0
5.8;40,0;80.6;41260;1;0;0
6.0;25,0;64.8;7709;1;0;0
7.9;;87.2;3056;1;0;0
5.8;12,0;73.3;30503;1;0;0
8.0;;54.5;22738;0;1;0
5.6;30,0;72.0;74387;1;0;0
3.8;40,0;67.7;78813;1;0;0
4.7;;72.1;1394;0;1;0
7.7;;76.2;10623;1;0;0
8.0;76,0;81.5;2299;1;0;0
6.5;;75.4;227;0;1;0
11.5;;76.5;5153;1;0;0
5.2;;75.1;3087;0;1;0
5.6;30,0;71.9;11764;1;0;0
6.0;57,0;66.7;29493;0;1;0
5.8;49,0;75.3;8298;1;0;0
5.5;;83.0;1112;1;0;0
10.0;;81.0;5211;1;0;0
10.5;;79.4;11839;1;0;0
5.6;50,0;73.9;3389;1;0;0
4.4;5,0;51.5;105777;0;1;0
5.5;32,0;61.6;31138;1;0;0
9.0;;75.5;7359;1;0;0
6.0;40,0;72.1;2645;1;0;0
5.5;;79.8;3566;1;0;0
6.2;46,0;71.8;389086;1;0;0
4.3;35,0;74.0;10889;1;0;0
6.9;;39.4;15628;0;1;0
5.3;;52.7;16819;0;1;0
5.2;;72.7;74538;1;0;0
9.6;;85.3;3766;1;0;0
8.5;26,0;78.3;3998;1;0;0
8.0;;75.0;28181;0;0;1
5.0;18,0;63.0;4262;1;0;0
10.6;;81.6;1105;1;0;0
6.5;;72.3;8218;1;0;0
4.8;;70.5;3903;1;0;0
6.0;25,0;70.3;6660;0;1;0
7.7;65,0;72.4;2161;1;0;0
5.5;;74.3;10166;1;0;0
12.7;;91.6;2599;1;0;0
7.0;20,0;75.2;2434;1;0;0
6.2;26,0;75.1;3826;1;0;0
6.8;65,0;78.6;10279;1;0;0
7.0;;82.4;1916;1;0;0
5.6;21,0;73.1;5634;1;0;0
5.2;10,0;59.2;12087;1;0;0
8.6;100,0;79.0;24470;1;0;0
6.5;21,0;74.4;6956;1;0;0
5.5;48,0;73.5;23133;1;0;0
9.0;35,0;68.3;19817;1;0;0
5.8;24,0;67.1;22534;1;0;0
4.98;;64.4;34462;0;1;0
6.0;;71.8;1721;0;1;0
12.0;50,0;83.3;79528;1;0;0
7.1;60,0;74.1;124729;1;0;0
5.8;70,0;85.6;13718;1;0;0
6.6;65,0;68.4;24430;1;0;0
5.0;22,0;72.7;18945;1;0;0
5.8;30,0;70.5;608;0;1;0
8.5;;82.2;13740;1;0;0
4.2;;68.2;134;1;0;0
7.5;118,0;64.9;17622;1;0;0
6.0;13,0;72.5;7985;1;0;0
6.7;67,0;76.9;21483;1;0;0
10.0;;85.0;2321;1;0;0
7.2;;83.4;7270;1;0;0
6.0;35,0;74.4;11014;1;0;0
5.3;;69.1;1465;1;0;0
6.8;12,0;;8557;0;0;1
10.6;95,0;;4553;1;0;0
4.8;30,0;70.4;13746;0;0;1
4.5;19,0;61.7;3502;1;0;0
4.4;;70.4;19410;1;0;0
5.0;;64.6;6783;0;1;0
4.3;35,0;70.4;25697;1;0;0
6.0;;49.8;38086;0;1;0
11.0;;68.2;611;1;0;0
9.7;;80.5;4233;1;0;0
6.5;28,0;71.2;1794;1;0;0
6.7;22,0;71.3;8781;1;0;0
10.0;;68.8;1363;1;0;0
6.8;70,0;75.4;11090;1;0;0
7.5;;67.2;749;1;0;0
11.0;;84.9;4817;1;0;0
6.5;48,0;74.9;117;1;0;0
10.0;;80.9;4242;1;0;0
5.0;;71.6;19100;1;0;0
6.2;;78.3;2070;1;0;0
9.25;70,0;75.0;19000;1;0;0
4.1;;56.7;17109;0;1;0
5.2;;68.3;239;1;0;0
5.2;35,0;68.3;10517;1;0;0
6.3;69,0;77.6;38569;1;0;0
6.5;;71.4;4832;1;0;0
10.0;;75.2;16190;1;0;0
9.0;;77.7;2015;1;0;0
5.0;22,0;78.3;6414;1;0;0
6.5;;82.4;419;1;0;0
5.1;33,0;66.5;24425;0;1;0
7.4;;74.5;3195;1;0;0
7.0;70,0;72.8;4064;1;0;0
4.5;;76.4;5621;1;0;0
10.0;85,0;83.2;77139;1;0;0
4.4;;70.8;2922;0;1;0
5.1;23,0;77.1;41297;1;0;0
5.8;;80.3;6219;1;0;0
6.0;18,0;67.0;8384;1;0;0
4.8;;66.2;11786;1;0;0
6.6;33,0;69.3;23506;1;0;0
7.0;35,0;75.6;4333;1;0;0
12.0;;;1766;1;0;0
5.2;;71.6;40603;0;1;0
10.0;;85.1;5200;1;0;0
7.5;;63.9;8531;1;0;0
4.0;;64.7;5595;1;0;0
6.5;;;145;1;0;0
6.8;50,0;70.9;6103;0;1;0
5.1;30,0;73.4;2955;1;0;0
5.5;27,0;60.3;25435;0;1;0
6.1;35,0;60.1;18163;1;0;0
4.5;;80.2;1324;1;0;0
7.5;50,0;68.8;3129;0;1;0
5.1;24,0;76.8;16199;1;0;0
4.0;60,0;70.0;4846;1;0;0
7.0;24,0;72.4;466;0;1;0
7.0;65,0;79.5;66030;1;0;0
8.5;78,0;84.8;16407;1;0;0
5.0;13,0;83.5;76858;1;0;0
5.8;;62.1;158;1;0;0
5.0;35,0;-1201.0;53070;1;0;0
6.2;17,0;64.3;12911;1;0;0
9.5;;67.6;417;1;0;0
5.6;;71.4;7163;1;0;0
5.0;;66.8;12102;1;0;0
5.5;25,0;71.8;6150;1;0;0
5.2;;64.7;576;1;0;0
5.0;40,0;67.6;131447;1;0;0
5.0;4,0;72.1;178072;1;0;0
;;58.9;169;0;1;0
6.7;;70.0;40633;1;0;0
4.5;30,0;72.2;6289;1;0;0
5.1;;72.2;3413;1;0;0
6.0;;75.1;5881;1;0;0
8.5;24,0;73.0;2610;0;1;0
4.2;45,0;70.8;5288;1;0;0
5.25;25,0;68.8;3379;1;0;0
5.1;;66.6;4288;1;0;0
7.7;21,0;76.3;38373;1;0;0
4.8;10,0;68.5;9748;1;0;0
4.95;38,0;68.2;3208;1;0;0
7.5;75,0;;7625;1;0;0
;;56.2;457;0;1;0
4.8;;66.1;4976;0;1;0
6.7;;84.0;16934;1;0;0
6.8;;73.5;1944;1;0;0
10.6;;31.0;422;0;1;0
13.0;80,0;76.8;58309;1;0;0
7.5;;79.1;23849;1;0;0
10.0;60,0;78.0;6842;1;0;0
8.5;31,0;67.2;3409;1;0;0
7.9;65,0;80.1;5326;1;0;0
3.8;;76.1;4090;1;0;0
7.0;75,0;69.3;14072;1;0;0
7.3;;85.0;3911;1;0;0
4.0;;88.5;4759;1;0;0
7.8;;94.5;6264;1;0;0
6.25;17,0;80.8;4903;1;0;0
6.6;;67.3;20754;1;0;0
8.0;60,0;79.2;7015;1;0;0
6.7;30,0;69.1;1773;1;0;0
;;71.9;171;1;0;0
8.5;;70.0;22801;1;0;0
4.6;28,0;80.3;2666;1;0;0
5.7;45,0;70.1;1591;1;0;0
5.3;23,0;69.8;55885;1;0;0
5.0;;66.3;1698;1;0;0
8.0;55,0;80.3;14189;1;0;0
8.4;53,0;74.6;62096;1;0;0
7.1;49,0;79.4;7916;0;1;0
5.75;35,0;80.9;7451;1;0;0
7.3;70,0;85.4;74225;1;0;0
6.2;60,0;62.1;533;1;0;0
9.0;;67.8;21352;1;0;0
4.7;20,0;76.0;66529;1;0;0
10.4;;86.5;289;1;0;0
4.2;13,0;67.5;5503;1;0;0
8.6;90,0;78.3;8003;1;0;0
3.5;;72.6;1355;1;0;0
5.5;;;109;0;1;0
3.8;;54.2;1524;0;1;0
;;;95;1;0;0
10.8;;84.1;7838;1;0;0
8.5;35,0;83.8;16528;1;0;0
5.27;27,0;71.0;3946;0;1;0
10.5;;67.2;2531;1;0;0
4.8;35,0;66.9;15111;0;1;0
5.0;19,0;66.9;3655;0;1;0
5.0;25,0;68.8;6208;1;0;0
7.0;;80.1;15152;1;0;0
5.0;;87.9;9137;1;0;0
4.5;60,0;58.8;10421;1;0;0
9.0;102,0;72.0;5533;1;0;0
9.5;;66.7;2856;1;0;0
7.6;;74.4;4640;1;0;0
5.0;;73.9;584;1;0;0
6.9;22,0;74.7;609;1;0;0
10.4;72,0;75.6;9766;1;0;0
6.5;;71.2;6944;1;0;0
8.0;;73.1;6405;1;0;0
8.5;18,0;82.7;26965;1;0;0
5.0;;69.9;1476;0;1;0
4.8;19,0;65.3;1800;1;0;0
5.5;28,0;62.6;17258;1;0;0
11.5;;87.2;5599;1;0;0
6.2;;90.0;6839;1;0;0
6.0;;66.2;9753;1;0;0
7.5;25,0;57.6;3852;0;0;1
4.2;;74.5;60131;1;0;0
5.1;;71.5;7174;1;0;0
9.1;;71.0;15060;1;0;0
6.7;;81.8;6008;1;0;0
7.0;11,0;74.2;5642;1;0;0
4.7;;62.9;314;1;0;0
6.0;;81.3;460;1;0;0
9.0;;70.6;5504;1;0;0
6.0;35,0;67.9;10026;1;0;0
7.0;80,0;78.9;13326;1;0;0
13.8;65,0;86.2;6207;1;0;0
6.2;60,0;67.2;16694;1;0;0
5.6;;74.8;3203;1;0;0
11.3;27,0;85.1;124897;1;0;0
11.0;30,0;86.9;10978;1;0;0
4.9;;78.1;2773;0;1;0
7.25;70,0;79.8;18013;1;0;0
6.5;30,0;79.9;35080;1;0;0
7.0;30,0;70.1;12782;1;0;0
10.5;;79.8;3882;1;0;0
7.2;;87.5;3995;1;0;0
10.0;;92.2;9199;1;0;0
6.7;60,0;77.3;1900;1;0;0
4.2;;68.3;487;1;0;0
5.1;13,0;79.3;148768;1;0;0
;;75.0;212;1;0;0
11.9;;;2096;1;0;0
5.0;;51.3;2056;1;0;0
;;69.0;179;1;0;0
5.5;;62.4;13404;1;0;0
4.9;;70.2;4490;1;0;0
3.5;;63.2;2504;1;0;0
5.6;50,0;68.3;23109;1;0;0
6.6;;76.8;3490;1;0;0
6.5;75,0;75.8;11892;1;0;0
4.9;;82.3;3922;1;0;0
4.5;18,0;65.8;4944;1;0;0
9.0;100,0;72.0;5525;1;0;0
;;51.1;1358;0;1;0
5.0;;91.1;1822;1;0;0
7.0;;61.2;2883;1;0;0
6.8;45,0;70.5;4894;1;0;0
5.5;37,0;76.1;8423;1;0;0
5.7;21,0;72.0;3801;0;1;0
9.0;50,0;76.6;1727;0;0;1
7.0;55,0;75.8;14384;1;0;0
5.0;;63.8;4897;0;1;0
9.5;;85.6;6010;1;0;0
6.3;;74.0;5720;1;0;0
;75,0;71.7;7481;1;0;0
4.7;20,0;65.9;18169;1;0;0
8.0;;70.5;3695;1;0;0
7.5;;68.2;33185;1;0;0
4.2;28,0;71.5;8441;1;0;0
11.0;85,0;81.9;12920;1;0;0
8.0;50,0;78.6;8259;1;0;0
9.4;60,0;86.8;1672;1;0;0
6.5;45,0;69.7;8451;1;0;0
6.2;;;498;1;0;0
12.2;;75.3;2438;1;0;0
7.7;;79.8;4741;1;0;0
9.5;;79.7;18264;1;0;0
7.6;;71.0;393;1;0;0
8.7;;71.3;63499;1;0;0
10.0;90,0;78.2;2501;1;0;0
5.0;28,0;73.0;16875;1;0;0
6.0;;80.3;24758;0;0;1
11.0;90,0;73.8;9830;1;0;0
8.0;150,0;83.5;52216;1;0;0
10.0;;84.1;2223;1;0;0
5.3;;81.1;6612;1;0;0
6.4;51,0;57.4;1991;1;0;0
5.3;;67.0;6243;1;0;0
8.0;75,0;74.9;22912;1;0;0
5.7;;75.9;501;1;0;0
9.3;108,0;80.9;14841;1;0;0
7.6;;77.8;2309;1;0;0
4.9;10,0;64.0;7243;1;0;0
5.5;20,0;75.8;10323;1;0;0
5.1;36,0;68.8;37221;1;0;0
;;69.0;21;0;1;0
6.8;;65.0;4618;1;0;0
8.0;;73.8;3112;1;0;0
3.5;;61.4;59878;0;1;0
5.6;13,0;68.7;3426;1;0;0
10.2;38,0;98.9;78337;1;0;0
5.5;23,0;66.2;6004;0;0;1
5.6;;79.0;377;1;0;0
7.4;60,0;68.8;10279;1;0;0
7.0;;68.4;813;0;1;0
4.6;;57.0;478;0;1;0
;30,0;79.7;58498;1;0;0
8.0;;75.3;5117;1;0;0
4.7;;68.8;14891;0;1;0
12.0;;87.9;1462;1;0;0
6.0;28,0;76.0;4298;0;1;0
10.0;;78.4;9004;1;0;0
6.0;;73.7;2768;1;0;0
4.1;;70.3;1927;1;0;0
6.2;;;11163;1;0;0
4.8;;61.7;3196;0;1;0
4.5;14,0;55.9;114139;0;1;0
5.0;;68.9;4032;0;1;0
13.2;44,0;80.3;3539;1;0;0
9.2;22,0;81.7;94005;1;0;0
6.6;80,0;80.4;33121;1;0;0
6.0;48,0;70.7;20639;1;0;0
5.5;45,0;67.7;2355;1;0;0
3.7;;69.4;884;1;0;0
6.2;;74.5;9885;1;0;0
6.7;;79.7;21383;1;0;0
5.5;;82.6;1922;1;0;0
6.5;;69.9;1600;1;0;0
6.7;67,0;75.3;13242;1;0;0
5.8;;63.7;1509;1;0;0
12.0;;79.2;13697;1;0;0
5.0;;74.6;7224;1;0;0
7.0;19,0;66.4;2287;1;0;0
5.0;35,0;69.7;29475;1;0;0
11.42;17,0;70.7;15834;1;0;0
10.0;100,0;71.3;35760;1;0;0
8.4;90,0;73.7;12552;1;0;0
7.0;33,0;73.6;12662;1;0;0
12.2;;36.7;276;0;1;0
6.5;70,0;78.9;1635;1;0;0
7.2;70,0;72.8;24694;1;0;0
5.5;15,0;79.7;68828;1;0;0
7.5;;79.2;48714;1;0;0
6.4;45,0;77.3;58146;1;0;0
4.9;60,0;74.7;34485;1;0;0
4.8;20,0;83.8;2134;1;0;0
9.2;68,0;82.8;9862;1;0;0
7.2;;74.9;13672;1;0;0
4.5;;72.9;3410;1;0;0
11.5;;80.4;74485;1;0;0
8.0;23,0;62.7;2405;1;0;0
9.5;;75.7;511;1;0;0
5.0;;58.6;78773;0;1;0
6.1;60,0;74.3;38752;1;0;0
9.0;70,0;74.9;7139;1;0;0
5.7;;71.9;2139;1;0;0
4.5;15,0;73.6;3381;1;0;0
4.0;;50.8;1623;0;1;0
5.0;;69.5;20723;0;1;0
10.6;;92.7;22679;1;0;0
5.5;;74.1;4072;1;0;0
8.0;;70.7;34113;1;0;0
4.1;;82.4;14224;1;0;0
6.6;18,0;76.6;276;1;0;0
4.0;40,0;65.6;4172;0;0;0
8.1;18,0;67.7;4087;1;0;0
10.5;;66.8;163;1;0;0
10.3;;67.6;863;1;0;0
6.8;30,0;72.5;25954;1;0;0
6.8;68,0;79.0;9586;1;0;0
8.0;;73.4;2131;1;0;0
5.6;20,0;67.4;4424;1;0;0
6.3;60,0;85.6;29624;1;0;0
4.9;14,0;71.8;6966;1;0;0
5.68;;76.2;3586;1;0;0
6.0;;63.4;3392;1;0;0
4.5;15,0;71.1;33602;1;0;0
4.9;;61.6;40653;0;1;0
5.8;;59.8;21416;0;0;1
;;85.9;7293;1;0;0
7.0;69,0;67.2;4952;1;0;0
6.3;36,0;78.3;4291;1;0;0
4.7;;51.4;1629;1;0;0
6.0;36,0;76.7;6023;1;0;0
4.5;;;41569;1;0;0
3.7;7,0;43.6;18641;0;1;0
4.8;19,0;;13105;1;0;0
7.1;70,0;70.5;4775;1;0;0
5.6;43,0;74.9;6157;1;0;0
5.0;8,0;71.6;75821;1;0;0
5.2;;64.4;636;1;0;0
;;59.6;956;1;0;0
5.3;;55.0;1487;1;0;0
5.7;;68.8;5715;0;1;0
9.1;87,0;81.6;1579;1;0;0
7.9;58,0;76.0;13745;1;0;0
6.3;40,0;81.6;9991;1;0;0
4.8;14,0;65.3;2015;0;1;0
5.5;25,0;81.1;2532;1;0;0
;;36.6;3536;0;1;0
10.5;18,0;82.0;7798;1;0;0
5.2;11,0;72.9;62070;1;0;0
8.0;37,0;77.2;9404;0;0;1
11.0;;94.9;3806;1;0;0
4.1;;50.8;402;0;1;0
7.0;70,0;76.2;10247;1;0;0
8.4;101,0;74.4;5743;1;0;0
11.0;;78.7;11033;1;0;0
6.6;86,0;75.7;26073;1;0;0
5.3;30,0;68.9;13605;1;0;0
8.5;;93.8;319;1;0;0
5.6;;69.8;4393;1;0;0
11.0;32,0;78.8;75532;1;0;0
11.0;;86.1;5942;1;0;0
11.3;48,0;79.3;4607;1;0;0
5.5;35,0;69.5;5712;1;0;0
7.2;;73.4;15794;1;0;0
6.5;78,0;80.7;15547;1;0;0
4.5;;65.9;19590;0;1;0
5.3;;70.8;14;0;1;0
13.5;;;3328;1;0;0
6.0;65,0;62.3;123693;1;0;0
5.5;13,0;69.7;56596;1;0;0
12.0;112,0;75.0;82049;1;0;0
12.4;;90.0;4956;1;0;0
5.7;;59.4;2063;1;0;0
6.8;26,0;66.2;19684;1;0;0
8.0;34,0;80.6;32011;1;0;0
5.5;15,0;71.0;30267;1;0;0
5.2;20,0;;227;1;0;0
5.2;;83.2;20008;1;0;0
5.2;12,0;70.7;40119;1;0;0
5.3;24,0;68.2;8483;1;0;0
4.9;;56.0;15295;0;1;0
5.8;64,0;68.1;337;1;0;0
8.0;;78.3;5682;1;0;0
5.9;;34.6;8326;0;1;0
11.0;;75.3;276;1;0;0
19.5;;88.7;12096;1;0;0
10.0;90,0;69.3;8078;1;0;0
6.4;25,0;;23067;1;0;0
7.1;103,0;68.1;18021;1;0;0
7.3;;63.4;2076;0;1;0
5.4;;75.8;9807;1;0;0
5.0;70,0;73.2;11755;1;0;0
8.0;;72.6;5258;1;0;0
11.0;65,0;73.7;5626;1;0;0
9.2;47,0;81.9;3525;1;0;0
18.0;40,0;77.4;21482;1;0;0
5.2;;69.5;806;1;0;0
5.8;60,0;65.6;57958;1;0;0
8.0;;81.9;1500;0;1;0
6.0;;75.1;4592;1;0;0
4.9;;67.1;10439;0;1;0
5.7;57,0;70.8;12080;1;0;0
5.8;;62.1;4764;0;1;0
7.3;75,0;77.9;2224;1;0;0
6.5;45,0;72.7;7300;1;0;0
6.2;80,0;70.7;13674;1;0;0
6.66;32,0;76.7;19902;1;0;0
6.0;50,0;71.8;31485;1;0;0
9.0;70,0;76.4;27340;1;0;0
5.2;;76.9;8154;1;0;0
5.9;80,0;78.9;63084;1;0;0
6.5;;66.4;3808;1;0;0
7.1;85,0;70.9;18621;1;0;0
4.4;;76.9;5233;1;0;0
4.0;;72.2;4199;1;0;0
4.4;;64.6;13786;1;0;0
4.0;;65.3;297;1;0;0
6.0;;86.2;4596;1;0;0
11.0;54,0;76.4;20649;1;0;0
9.5;;81.3;224;0;1;0
7.0;60,0;70.5;7331;1;0;0
10.276;;69.0;6290;1;0;0
17.2;60,0;81.4;4522;1;0;0
7.0;70,0;80.6;413;1;0;0
9.5;35,0;76.6;8128;1;0;0
6.0;;80.9;26177;1;0;0
6.8;65,0;74.6;135271;1;0;0
4.2;;74.7;17613;1;0;0
10.4;97,0;77.6;15424;1;0;0
4.2;11,0;63.7;47536;0;0;1
7.0;;66.0;260;1;0;0
5.1;20,0;73.6;3982;1;0;0
5.5;35,0;68.5;12667;1;0;0
8.1;;77.9;990;0;1;0
6.1;;64.2;3256;0;1;0
5.7;35,0;71.4;16475;1;0;0
8.9;15,0;84.6;1694;1;0;0
6.2;;81.7;26960;1;0;0
8.6;80,0;72.2;2981;0;1;0
5.0;27,0;63.3;4379;1;0;0
;;69.2;44371;1;0;0
4.8;;68.2;34095;1;0;0
4.2;;69.1;11042;1;0;0
7.5;;74.3;2526;1;0;0
5.5;;69.7;2429;1;0;0
5.5;26,0;70.7;12764;1;0;0
8.5;85,0;77.4;6468;1;0;0
8.0;;60.4;2557;0;0;1
11.5;100,0;73.1;12961;1;0;0
12.2;;84.2;1179;1;0;0
5.0;;71.2;858;1;0;0
6.0;16,0;72.0;97672;1;0;0
12.2;;65.1;1515;1;0;0
5.0;;64.4;1646;1;0;0
8.0;9,0;63.4;9662;0;1;0
8.0;;69.7;2808;1;0;0
12.0;;90.4;6765;1;0;0
9.5;;75.1;3667;1;0;0
8.0;35,0;83.9;20410;1;0;0
4.0;;72.4;5234;1;0;0
9.5;80,0;79.4;5852;1;0;0
8.5;75,0;79.8;5415;1;0;0
6.0;;70.0;1518;0;1;0
11.0;;88.4;1479;1;0;0
4.9;27,0;65.5;7468;1;0;0
9.5;;71.2;4878;1;0;0
5.0;;72.1;1550;1;0;0
5.5;;69.5;30932;1;0;0
6.8;80,0;83.1;86306;1;0;0
5.0;;74.1;27862;1;0;0
4.3;13,0;63.3;6758;1;0;0
5.9;19,0;72.9;7665;0;1;0
7.0;70,0;75.8;41661;0;1;0
8.9;;77.8;2872;0;0;1
7.0;75,0;76.6;7236;1;0;0
7.5;75,0;65.7;11088;1;0;0
6.9;60,0;76.3;28319;1;0;0
9.2;55,0;80.4;13463;1;0;0
7.0;70,0;;9567;1;0;0
8.5;100,0;79.5;4060;1;0;0
4.8;20,0;59.6;62979;0;1;0
4.9;;65.1;3678;1;0;0
4.8;25,0;66.0;3647;1;0;0
8.0;38,0;77.7;7801;1;0;0
6.6;35,0;77.1;5267;1;0;0
57.5;;53.4;47;0;1;0
4.2;28,0;65.0;4920;1;0;0
6.5;69,0;76.7;74510;1;0;0
8.2;168,0;72.9;8273;1;0;0
6.7;75,0;81.0;39655;1;0;0
5.5;;77.9;10422;1;0;0
6.0;53,0;;7054;1;0;0
6.3;;70.9;1872;0;1;0
6.0;;73.1;5484;1;0;0
6.0;40,0;68.2;37107;1;0;0
4.8;17,0;81.9;7392;1;0;0
5.3;20,0;72.2;19698;1;0;0
6.3;65,0;72.9;17180;1;0;0
6.1;;75.4;2524;1;0;0
7.3;45,0;80.5;407;1;0;0
5.8;;76.0;216;1;0;0
5.2;;53.8;5289;0;1;0
5.5;24,0;74.3;3434;0;1;0
7.5;87,0;71.9;27573;1;0;0
5.5;24,0;78.3;10946;1;0;0
5.6;;62.2;1403;1;0;0
8.9;100,0;79.6;11594;1;0;0
6.0;45,0;67.9;9515;1;0;0
6.3;31,0;72.5;2478;1;0;0
6.0;;81.6;6648;1;0;0
5.5;26,0;73.5;12225;0;0;1
12.0;;75.2;652;1;0;0
9.0;;73.0;723;1;0;0
5.0;;67.1;116;1;0;0
13.0;30,0;92.3;1138;1;0;0
4.73;;60.1;9914;0;1;0
5.5;;67.0;2792;1;0;0
5.6;;72.7;916;0;1;0
7.0;70,0;73.1;10137;1;0;0
8.0;45,0;76.3;17875;1;0;0
9.3;;71.2;66;0;1;0
8.6;80,0;94.7;7845;1;0;0
9.1;95,0;76.4;67836;1;0;0
6.0;26,0;75.5;24427;1;0;0
7.3;;71.5;1954;1;0;0
5.0;;76.8;5449;1;0;0
9.0;94,0;72.9;7884;1;0;0
10.6;55,0;89.9;10643;1;0;0
5.0;;;91;1;0;0
7.4;60,0;77.2;12864;1;0;0
6.9;65,0;73.6;9578;1;0;0
6.2;45,0;68.9;16181;1;0;0
4.8;45,0;72.9;8439;1;0;0
